,account_id,open_date,statement_frequency,district_name,num_customers,credit_cards,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
2240,2514,1995-08-13,monthly,Jindrichuv Hradec,1,1,,,,,F,,19500,15,82,104469,200
2241,2515,1995-10-24,monthly,Zlin,1,1,,,,,F,,56100,15,65,137529,800
2242,2516,1995-11-16,monthly,Kutna Hora,1,0,466608.0,9721.0,48.0,C,T,F,42400,15,84,78770,300
2243,2519,1993-01-15,monthly,Kladno,1,0,,,,,F,,14300,15,140,53200,500
2244,2520,1995-07-25,monthly,Pisek,1,0,,,,,F,,8640,15,86,31566,400
2245,2521,1995-05-19,monthly,Vyskov,1,0,,,,,F,,26100,15,87,83633,1000
2246,2522,1996-01-21,monthly,Liberec,1,0,,,,,F,,29100,9,75,78633,-2981
2247,2523,1993-05-11,monthly,Praha - vychod,1,0,,,,,F,,4300,15,152,30337,400
2248,2524,1994-12-19,monthly,Hl.m. Praha,1,0,,,,,F,,11400,15,94,31966,300
2249,2525,1995-05-08,monthly,Jicin,1,0,,,,,F,,15840,15,101,39530,500
2250,2526,1996-07-04,monthly,Jindrichuv Hradec,1,0,,,,,F,,4900,15,61,29987,800
2251,2527,1993-03-19,monthly,Louny,2,0,,,,,F,,61200,15,194,145753,1000
2252,2528,1993-03-25,monthly,Znojmo,1,0,,,,,F,,4400,15,135,31518,1000
2253,2530,1996-07-02,monthly,Ostrava - mesto,1,0,,,,,F,,25100,15,62,78103,400
2254,2531,1996-12-21,monthly,Trutnov,1,0,,,,,F,,6250,15,46,46458,200
2255,2532,1996-12-24,monthly,Louny,2,1,,,,,F,,61000,15,49,118822,500
2256,2533,1995-06-27,monthly,Semily,1,0,,,,,F,,41120,15,108,60168,412
2257,2534,1993-06-03,monthly,Trebic,1,0,,,,,F,,12800,15,160,40087,400
2258,2535,1997-01-21,monthly,Trebic,2,0,,,,,F,,19040,15,48,59486,1100
2259,2536,1994-10-28,monthly,Usti nad Labem,1,0,,,,,F,,14950,15,98,38728,500
2260,2537,1997-02-09,monthly,Plzen - jih,1,1,,,,,F,,60900,15,66,144509,400
2261,2538,1994-01-30,monthly,Havlickuv Brod,1,0,,,,,F,,8050,15,116,36953,200
2262,2539,1997-04-24,monthly,Karlovy Vary,1,0,,,,,F,,3680,15,37,34923,500
2263,2540,1995-04-01,monthly,Brno - mesto,1,1,,,,,F,,25200,15,154,78004,500
2264,2541,1994-11-08,monthly,Hodonin,2,0,,,,,F,,27040,15,111,73369,400
2265,2542,1993-08-07,monthly,Tabor,1,0,,,,,F,,8000,15,160,38177,300
2266,2543,1993-02-13,monthly,Frydek - Mistek,1,0,,,,,F,,11700,15,143,85162,1100
2267,2544,1996-12-04,monthly,Louny,1,0,,,,,F,,31680,5,70,76708,300
2268,2545,1996-12-04,monthly,Hl.m. Praha,2,0,428784.0,8933.0,48.0,C,T,F,12500,15,69,47281,1100
2269,2546,1994-12-08,monthly,Hl.m. Praha,1,0,,,,,F,,41100,15,99,128389,300
2270,2547,1995-04-28,monthly,Ostrava - mesto,1,1,,,,,F,,34240,15,90,104309,800
2271,2548,1996-01-06,monthly,Hodonin,1,0,,,,,F,,30720,15,87,50073,300
2272,2549,1993-11-12,monthly,Ostrava - mesto,2,0,,,,,F,,9450,15,125,61276,200
2273,2550,1995-11-11,monthly,Bruntal,1,1,,,,,F,,28320,15,82,103420,700
2274,2551,1996-02-08,monthly,Kolin,2,0,,,,,F,,64500,15,92,149587,963
2275,2552,1993-07-01,monthly,Usti nad Orlici,1,1,,,,,F,,25100,15,134,83474,1000
2276,2553,1995-07-24,monthly,Usti nad Labem,1,0,,,,,F,,18100,15,85,62013,1100
2277,2554,1993-06-18,monthly,Liberec,1,1,,,,,F,,41920,15,133,88226,400
2278,2555,1993-03-10,monthly,Blansko,2,1,,,,,F,,39040,15,146,90024,17581
2279,2556,1997-10-19,monthly,Nachod,1,0,,,,,F,,2700,15,25,16378,800
2280,2557,1993-11-17,monthly,Teplice,1,0,,,,,F,,9300,15,152,38656,400
2281,2558,1997-08-04,monthly,Nachod,1,0,,,,,F,,3090,15,35,20009,300
2282,2559,1995-06-01,monthly,Ceska Lipa,1,0,,,,,F,,37280,15,94,69277,1000
2283,2560,1997-06-20,monthly,Cesky Krumlov,1,0,,,,,F,,15040,15,43,41010,800
2284,2561,1996-09-29,monthly,Kromeriz,1,1,,,,,F,,37280,15,58,79970,1100
2285,2562,1995-08-15,monthly,Jablonec n. Nisou,1,0,,,,,F,,6570,15,77,22091,900
2286,2563,1995-01-17,monthly,Rychnov nad Kneznou,1,0,,,,,F,,23520,15,128,55070,300
2287,2564,1997-06-03,monthly,Liberec,1,0,,,,,F,,21200,15,39,60097,1000
2288,2565,1995-10-04,monthly,Ostrava - mesto,1,0,,,,,F,,33600,15,114,60727,400
2289,2566,1993-01-27,monthly,Rychnov nad Kneznou,1,0,,,,,F,,4700,100,46,25800,800
2290,2567,1996-01-07,monthly,Pelhrimov,1,0,,,,,F,,6000,15,79,32188,700
2291,2568,1994-03-02,monthly,Pelhrimov,1,0,,,,,F,,24400,15,117,74360,600
2292,2569,1994-06-10,monthly,Benesov,1,0,,,,,F,,11900,15,107,36026,1000
2293,2570,1995-12-19,monthly,Hl.m. Praha,1,0,,,,,F,,3900,15,69,20110,400
2294,2571,1997-01-15,monthly,Trebic,1,1,,,,,F,,60900,15,48,135623,700
2295,2573,1996-07-16,monthly,Kladno,1,1,,,,,F,,37500,15,24,76899,300
2296,2574,1993-02-02,monthly,Frydek - Mistek,1,0,,,,,F,,59500,15,171,116946,1100
2297,2575,1997-04-13,monthly,Olomouc,1,0,,,,,F,,8400,15,38,32992,1000
2298,2576,1993-09-02,monthly,Hl.m. Praha,2,0,,,,,F,,64100,15,165,129341,500
2299,2577,1995-07-30,monthly,Melnik,1,0,,,,,F,,12800,15,79,39451,1000
2300,2578,1996-03-25,monthly,Brno - mesto,2,0,,,,,F,,6700,15,63,22882,1100
2301,2579,1997-10-18,monthly,Karlovy Vary,1,0,,,,,F,,3960,15,34,36725,200
2302,2580,1995-11-09,monthly,Prostejov,2,0,89340.0,1489.0,60.0,C,T,F,31200,15,92,90243,500
2303,2581,1993-03-11,monthly,Olomouc,1,1,,,,,F,,41760,15,143,98535,500
2304,2582,1993-11-01,monthly,Plzen - sever,1,1,,,,,F,,43360,15,127,91881,500
2305,2583,1993-05-11,monthly,Uherske Hradiste,2,0,,,,,F,,3500,200,92,79326,1000
2306,2584,1993-07-08,monthly,Svitavy,1,0,,,,,F,,7200,15,133,28741,200
2307,2585,1993-02-10,monthly,Prerov,1,0,,,,,F,,40160,2,141,61618,-3503
2308,2586,1997-04-16,monthly,Hodonin,2,0,,,,,F,,61900,15,54,137262,1000
2309,2587,1997-07-25,monthly,Hl.m. Praha,1,0,,,,,F,,24200,15,36,40412,-332
2310,2588,1993-12-04,monthly,Kolin,1,1,,,,,F,,22560,15,126,82462,200
2311,2589,1996-12-04,monthly,Praha - vychod,1,0,,,,,F,,6000,15,51,24801,700
2312,2590,1996-12-04,monthly,Pardubice,1,0,,,,,F,,3100,15,51,19352,700
2313,2591,1996-05-06,monthly,Hl.m. Praha,1,0,,,,,F,,3700,15,65,29176,800
2314,2592,1993-09-01,monthly,Jesenik,1,1,,,,,F,,40000,15,142,95344,600
2315,2593,1996-07-06,monthly,Kolin,1,0,,,,,F,,17300,15,62,65390,14022
2316,2595,1997-08-17,monthly,Hl.m. Praha,1,0,,,,,F,,10700,15,30,34177,300
2317,2596,1994-09-02,monthly,Hl.m. Praha,1,0,,,,,F,,7560,15,105,31128,200
2318,2597,1997-03-16,monthly,Tachov,1,0,,,,,F,,23300,15,43,68274,600
2319,2598,1996-03-14,monthly,Hl.m. Praha,1,1,,,,,F,,78900,3,92,146063,-1165
2320,2599,1993-04-20,monthly,Rychnov nad Kneznou,1,1,,,,,F,,59800,15,141,165026,-6855
2321,2600,1996-02-13,monthly,Hl.m. Praha,1,1,,,,,F,,63400,15,117,166758,1000
2322,2601,1996-11-24,monthly,Karvina,2,0,,,,,F,,4500,700,14,20100,200
2323,2602,1996-06-17,monthly,Nachod,2,0,,,,,F,,26720,15,70,58691,300
2324,2603,1996-06-14,monthly,Nymburk,1,0,,,,,F,,6200,15,57,34692,300
2325,2604,1996-07-04,monthly,Frydek - Mistek,1,0,,,,,F,,9400,15,61,33457,700
2326,2605,1996-01-10,monthly,Tabor,1,0,,,,,F,,7600,15,86,42937,1000
2327,2606,1994-07-27,monthly,Hl.m. Praha,2,0,,,,,F,,4100,15,103,35193,1100
2328,2607,1997-08-19,monthly,Hl.m. Praha,1,0,,,,,F,,11800,15,34,45577,200
2329,2608,1995-08-09,monthly,Prachatice,1,0,,,,,F,,9900,15,90,41426,600
2330,2609,1993-05-03,monthly,Opava,2,0,,,,,F,,62800,15,147,149566,1000
2331,2610,1996-12-20,monthly,Brno - mesto,1,0,,,,,F,,8000,15,46,45892,300
2332,2611,1996-03-06,monthly,Hl.m. Praha,1,1,,,,,F,,24700,15,70,97655,300
2333,2612,1997-04-29,monthly,Hl.m. Praha,1,0,,,,,F,,33900,15,42,73683,300
2334,2613,1993-10-03,monthly,Plzen - mesto,2,0,,,,,F,,12600,15,127,36898,300
2335,2614,1996-09-11,monthly,Chrudim,1,0,,,,,F,,5400,15,57,18548,900
2336,2615,1994-07-17,monthly,Frydek - Mistek,1,0,,,,,F,,48200,15,108,65810,400
2337,2616,1993-08-17,monthly,Hl.m. Praha,1,0,,,,,F,,32700,15,131,70302,900
2338,2617,1993-09-24,monthly,Hl.m. Praha,1,0,,,,,F,,8760,15,123,28134,400
2339,2618,1993-03-21,monthly,Prostejov,1,0,,,,,F,,15600,15,136,33242,600
2340,2619,1996-05-13,monthly,Strakonice,1,0,,,,,F,,11800,15,64,47255,1100
2341,2620,1993-08-03,monthly,Domazlice,1,0,,,,,F,,9440,15,162,55331,500
2342,2621,1995-10-29,monthly,Brno - venkov,1,0,,,,,F,,5500,15,85,31042,200
2343,2622,1996-08-21,monthly,Hl.m. Praha,2,0,136344.0,5681.0,24.0,C,T,F,10400,15,78,57858,300
2344,2623,1993-10-09,monthly,Jihlava,1,0,,,,,F,,13440,15,174,70986,400
2345,2624,1996-03-28,monthly,Tachov,1,1,,,,,F,,28800,15,75,95360,400
2346,2627,1994-10-02,monthly,Sumperk,2,0,,,,,F,,22200,15,103,40172,600
2347,2629,1996-09-10,monthly,Zdar nad Sazavou,2,1,,,,,F,,23500,15,58,62945,1000
2348,2630,1995-12-21,monthly,Zlin,1,0,,,,,F,,25800,15,74,60062,400
2349,2631,1996-03-29,monthly,Hl.m. Praha,1,0,,,,,F,,2125,15,63,37149,900
2350,2632,1993-01-02,monthly,Karlovy Vary,1,0,,,,,F,,14400,15,146,65853,1100
2351,2633,1996-03-14,monthly,Klatovy,1,0,,,,,F,,74400,15,114,157741,1100
2352,2634,1997-10-08,monthly,Jicin,2,0,,,,,F,,22000,15,30,94834,600
2353,2635,1996-02-04,monthly,Plzen - jih,1,1,,,,,F,,63600,15,72,113376,700
2354,2636,1996-11-26,monthly,Pisek,1,0,,,,,F,,3600,15,47,25010,600
2355,2637,1997-01-01,monthly,Karvina,1,1,,,,,F,,26400,15,49,57303,500
2356,2638,1994-06-02,monthly,Kolin,1,1,,,,,F,,23000,15,112,87492,1100
2357,2639,1993-04-26,monthly,Pelhrimov,1,0,,,,,F,,25700,15,138,71889,800
2358,2640,1996-09-21,monthly,Hl.m. Praha,1,1,,,,,F,,28800,15,65,95282,600
2359,2641,1993-05-02,monthly,Melnik,1,1,,,,,F,,22800,15,138,117023,700
2360,2642,1995-06-05,monthly,Frydek - Mistek,1,0,,,,,F,,28960,2,90,49685,-651
2361,2644,1997-08-08,monthly,Hl.m. Praha,1,0,,,,,F,,3440,15,35,31082,600
2362,2645,1993-05-22,monthly,Brno - mesto,1,0,,,,,F,,24100,15,152,55953,600
2363,2646,1997-07-24,monthly,Kutna Hora,1,1,,,,,F,,64600,15,49,121751,1000
2364,2647,1993-02-08,monthly,Opava,1,0,,,,,F,,58300,15,168,144584,400
2365,2648,1993-04-13,monthly,Trutnov,1,0,,,,,F,,23200,15,105,71898,400
2366,2649,1993-09-08,monthly,Benesov,1,0,,,,,F,,42400,15,157,79581,10427
2367,2650,1996-03-26,monthly,Olomouc,1,0,,,,,F,,27680,15,71,77478,800
2368,2651,1993-03-21,monthly,Benesov,2,1,,,,,F,,39000,15,140,98687,200
2369,2652,1996-07-22,monthly,Hl.m. Praha,2,0,,,,,F,,30880,15,61,81403,900
2370,2653,1997-01-08,monthly,Zdar nad Sazavou,1,1,,,,,F,,18700,15,49,75992,200
2371,2654,1994-07-21,monthly,Breclav,1,0,,,,,F,,9550,15,104,33664,900
2372,2655,1996-09-07,monthly,Hl.m. Praha,2,0,,,,,F,,30700,15,60,86493,1100
2373,2656,1997-02-18,monthly,Hl.m. Praha,2,0,,,,,F,,3900,15,41,32805,900
2374,2657,1996-10-07,monthly,Brno - venkov,1,0,,,,,F,,9050,15,55,32211,400
2375,2658,1997-11-14,monthly,Plzen - jih,2,0,,,,,F,,1367,15,23,23978,1000
2376,2659,1996-03-30,monthly,Ceske Budejovice,1,0,,,,,F,,14080,15,74,62978,600
2377,2661,1997-02-25,monthly,Hl.m. Praha,1,0,,,,,F,,12600,15,50,34913,800
2378,2662,1994-05-24,monthly,Novy Jicin,1,0,,,,,F,,7600,15,107,30278,600
2379,2663,1995-01-25,monthly,Zlin,1,0,,,,,F,,11100,15,92,33870,700
2380,2664,1994-01-20,monthly,Jihlava,1,0,,,,,F,,29400,15,123,87822,400
2381,2665,1993-11-13,monthly,Trebic,1,0,,,,,F,,28300,15,219,92548,800
2382,2666,1993-03-08,monthly,Semily,2,0,,,,,F,,5550,15,141,24428,600
2383,2667,1993-10-23,monthly,Cheb,2,0,,,,,F,,5800,15,121,27600,700
2384,2668,1997-05-20,monthly,Tabor,1,0,,,,,F,,11600,15,40,63880,900
2385,2670,1993-01-27,monthly,Rakovnik,1,1,,,,,F,,52100,15,143,84562,1100
2386,2671,1993-09-15,monthly,Hl.m. Praha,1,0,,,,,F,,8520,15,162,39152,400
2387,2672,1997-03-14,monthly,Kromeriz,1,0,,,,,F,,3630,15,40,18749,300
2388,2673,1994-01-04,monthly,Chomutov,1,0,,,,,F,,14100,15,124,57369,900
2389,2674,1995-10-10,monthly,Svitavy,1,0,,,,,F,,25000,15,95,64202,1000
2390,2675,1994-02-19,monthly,Hl.m. Praha,1,1,,,,,F,,36900,15,69,69279,900
2391,2676,1993-01-22,monthly,Opava,1,0,,,,,F,,20320,15,149,67510,200
2392,2677,1996-08-28,monthly,Kolin,1,0,,,,,F,,25200,15,58,70367,900
2393,2678,1997-07-15,monthly,Hl.m. Praha,1,1,,,,,F,,33700,15,35,113971,200
2394,2679,1997-07-24,monthly,Bruntal,1,0,,,,,F,,8250,15,33,30415,1100
2395,2680,1995-03-03,monthly,Nachod,1,0,,,,,F,,24331,5,114,78728,-1904
2396,2681,1995-01-19,monthly,Plzen - sever,1,1,,,,,F,,29500,15,95,101447,1100
2397,2684,1997-09-10,monthly,Melnik,1,0,,,,,F,,17300,15,42,60995,1100
2398,2685,1996-11-01,monthly,Bruntal,1,0,,,,,F,,14500,15,53,31966,200
2399,2686,1996-01-11,monthly,Plzen - mesto,2,0,,,,,F,,9800,15,73,29870,5896
2400,2687,1993-07-01,monthly,Sumperk,1,0,,,,,F,,11100,15,133,33874,1100
2401,2688,1995-02-20,monthly,Olomouc,1,0,,,,,F,,5200,15,89,25142,200
2402,2689,1997-01-01,monthly,Karvina,1,1,,,,,F,,29800,15,50,80132,1100
2403,2690,1997-03-19,monthly,Zdar nad Sazavou,1,0,,,,,F,,8400,15,39,44937,600
2404,2691,1993-09-08,monthly,Jesenik,1,0,,,,,F,,5800,100,70,33698,700
2405,2692,1995-12-08,monthly,Plzen - sever,1,0,,,,,F,,14750,15,75,46031,1100
2406,2693,1997-11-17,monthly,Pelhrimov,2,1,,,,,F,,21600,15,28,61862,1100
2407,2694,1993-03-08,monthly,Melnik,2,0,91632.0,7636.0,12.0,A,T,F,36160,15,158,98393,700
2408,2695,1993-09-16,monthly,Jindrichuv Hradec,1,1,,,,,F,,40480,15,128,110825,700
2409,2696,1997-01-19,monthly,Hl.m. Praha,1,0,,,,,F,,5550,15,43,26300,600
2410,2697,1993-06-26,monthly,Mlada Boleslav,1,0,,,,,F,,23200,15,169,81090,200
2411,2698,1997-05-21,monthly,Semily,1,1,,,,,F,,17200,1000,22,66658,1000
2412,2699,1996-12-25,monthly,Opava,1,1,231168.0,4816.0,48.0,C,T,F,54100,15,49,122437,300
2413,2700,1993-11-08,monthly,Ostrava - mesto,1,0,,,,,F,,45200,15,124,82651,1100
2414,2701,1993-07-27,monthly,Novy Jicin,1,1,,,,,F,,28960,15,160,67195,300
2415,2702,1996-02-01,monthly,Ostrava - mesto,2,1,,,,,F,,47200,15,72,83952,1000
2416,2703,1997-10-28,monthly,Trebic,1,0,,,,,F,,2082,15,25,20377,1000
2417,2706,1996-06-23,monthly,Pardubice,2,0,,,,,F,,5500,100,20,36400,1100
2418,2707,1994-11-27,monthly,Trebic,1,1,,,,,F,,64500,15,130,152118,400
2419,2708,1996-03-25,monthly,Hl.m. Praha,1,1,,,,,F,,45440,15,69,80287,400
2420,2709,1996-10-18,monthly,Benesov,1,0,,,,,F,,3330,15,49,20922,600
2421,2710,1996-06-12,monthly,Pribram,1,0,,,,,F,,63500,15,75,144886,800
2422,2711,1993-05-19,monthly,Jihlava,1,0,,,,,F,,21440,15,135,74973,400
2423,2712,1993-03-12,monthly,Nymburk,2,0,,,,,F,,32800,15,135,51119,400
2424,2713,1994-04-03,monthly,Plzen - mesto,2,0,,,,,F,,14500,15,115,58141,500
2425,2714,1993-01-30,monthly,Hl.m. Praha,1,0,,,,,F,,24100,15,173,72590,800
2426,2715,1997-10-06,monthly,Havlickuv Brod,2,0,,,,,F,,2340,15,31,24317,900
2427,2716,1996-01-08,monthly,Zdar nad Sazavou,2,1,,,,,F,,24960,15,75,64560,300
2428,2717,1996-07-25,monthly,Ostrava - mesto,1,0,,,,,F,,2370,15,55,25206,1000
2429,2718,1995-02-05,monthly,Rokycany,1,0,,,,,F,,17000,15,119,66560,1100
2430,2719,1996-02-08,monthly,Praha - vychod,1,0,,,,,F,,11700,15,71,30371,500
2431,2721,1997-11-14,monthly,Ostrava - mesto,2,0,,,,,F,,18400,15,27,54888,300
2432,2722,1997-07-24,monthly,Jesenik,1,0,,,,,F,,10850,15,32,35735,500
2433,2723,1995-03-12,monthly,Prerov,1,0,,,,,F,,17440,15,105,42316,800
2434,2724,1996-08-09,monthly,Praha - zapad,1,0,,,,,F,,19200,15,58,79367,500
2435,2725,1997-04-02,monthly,Usti nad Orlici,1,1,69624.0,1934.0,36.0,C,T,F,43520,15,45,85486,1100
2436,2726,1995-04-20,monthly,Pisek,1,1,,,,,F,,30900,15,90,114178,200
2437,2727,1995-10-25,monthly,Hl.m. Praha,1,0,,,,,F,,21100,15,79,62803,300
2438,2729,1995-01-16,monthly,Teplice,1,0,,,,,F,,30240,15,109,85624,700
2439,2730,1996-05-02,monthly,Cheb,1,0,,,,,F,,2430,15,65,28013,1000
2440,2731,1995-09-26,monthly,Hl.m. Praha,1,1,,,,,F,,27300,15,79,77021,300
2441,2732,1993-07-27,monthly,Kolin,1,0,,,,,F,,64000,15,166,142272,800
2442,2733,1993-12-22,monthly,Sumperk,1,0,,,,,F,,8280,15,117,38941,700
2443,2734,1996-12-16,monthly,Blansko,1,0,,,,,F,,8500,15,59,53969,500
2444,2736,1993-07-02,monthly,Olomouc,2,0,,,,,F,,15200,15,139,43747,500
2445,2737,1996-07-06,monthly,Jesenik,1,0,,,,,F,,22400,15,62,82656,800
2446,2738,1993-11-12,monthly,Usti nad Labem,1,0,,,,,F,,27200,15,132,65567,800
2447,2739,1993-11-29,monthly,Kromeriz,1,0,,,,,F,,12400,15,128,46473,600
2448,2740,1994-05-08,monthly,Ceske Budejovice,1,0,,,,,F,,35900,15,114,80489,400
2449,2741,1993-06-07,monthly,Cesky Krumlov,2,1,,,,,F,,62900,15,139,164580,1100
2450,2742,1994-10-15,monthly,Cheb,1,1,,,,,F,,29760,15,104,72233,700
2451,2743,1997-05-22,monthly,Trutnov,1,0,,,,,F,,21600,15,39,66158,200
2452,2745,1997-09-28,monthly,Prostejov,1,0,,,,,F,,34400,15,33,71993,700
2453,2746,1996-08-23,monthly,Karlovy Vary,2,0,,,,,F,,8000,15,54,42755,1100
2454,2747,1994-08-14,monthly,Hl.m. Praha,2,0,,,,,F,,7500,15,111,40760,200
2455,2749,1994-05-23,monthly,Hl.m. Praha,2,1,,,,,F,,61000,15,173,158864,400
2456,2750,1995-04-13,monthly,Rakovnik,1,0,,,,,F,,16200,15,110,52353,500
2457,2751,1995-04-28,monthly,Tachov,1,0,,,,,F,,5700,15,107,60807,600
2458,2752,1996-05-15,monthly,Ostrava - mesto,1,0,,,,,F,,41100,15,94,108069,500
2459,2753,1996-02-13,monthly,Plzen - mesto,2,0,66432.0,2768.0,24.0,C,T,F,24200,15,70,69032,700
2460,2755,1995-01-26,monthly,Strakonice,1,0,,,,,F,,6300,15,91,34981,400
2461,2756,1997-10-21,monthly,Karlovy Vary,1,0,,,,,F,,23000,15,30,66127,700
2462,2757,1996-05-14,monthly,Brno - mesto,2,0,,,,,F,,3780,15,59,22870,300
2463,2758,1993-05-19,monthly,Karvina,1,0,,,,,F,,27360,15,179,70579,900
2464,2759,1996-10-23,monthly,Nachod,1,0,,,,,F,,52100,15,65,138753,900
2465,2760,1997-03-14,monthly,Praha - vychod,1,1,,,,,F,,16500,15,49,68441,900
2466,2761,1996-12-26,monthly,Hl.m. Praha,1,0,,,,,F,,26000,15,49,53880,900
2467,2762,1993-03-20,monthly,Prachatice,1,0,111384.0,4641.0,24.0,A,T,F,64600,15,218,166548,500
2468,2763,1993-02-11,monthly,Zlin,1,0,,,,,F,,64500,15,184,149581,200
2469,2764,1996-08-15,monthly,Blansko,1,1,,,,,F,,22240,15,59,93926,1100
2470,2765,1997-09-20,monthly,Jesenik,1,0,,,,,F,,16700,15,32,38208,400
2471,2766,1997-02-20,monthly,Tachov,1,1,,,,,F,,8100,15,59,69906,1100
2472,2767,1996-03-23,monthly,Brno - mesto,2,0,,,,,F,,31040,15,71,81820,600
2473,2768,1993-12-20,monthly,Opava,1,0,,,,,F,,8520,15,148,44803,900
2474,2770,1993-12-25,monthly,Havlickuv Brod,1,0,,,,,F,,8520,15,151,47030,1100
2475,2771,1993-08-18,monthly,Litomerice,2,0,,,,,F,,23900,15,130,68841,400
2476,2772,1996-02-24,monthly,Praha - zapad,1,0,,,,,F,,24200,15,82,76814,300
2477,2773,1996-06-23,monthly,Louny,1,1,,,,,F,,18800,15,62,68730,800
2478,2774,1996-02-05,monthly,Havlickuv Brod,1,0,,,,,F,,16960,15,78,36463,300
2479,2775,1997-12-08,monthly,Sokolov,2,0,,,,,F,,36100,15,27,99583,1000
2480,2776,1997-08-10,monthly,Cheb,2,0,,,,,F,,9300,15,29,26087,500
2481,2777,1996-12-25,monthly,Uherske Hradiste,1,0,,,,,F,,6800,300,14,30600,700
2482,2778,1993-12-30,monthly,Louny,1,0,,,,,F,,17500,15,122,50658,500
2483,2779,1993-06-15,monthly,Opava,1,1,,,,,F,,16400,5,135,97934,1100
2484,2780,1995-12-29,monthly,Vyskov,1,1,,,,,F,,20100,15,74,73556,600
2485,2781,1995-06-20,monthly,Jindrichuv Hradec,1,0,,,,,F,,39200,15,154,113230,200
2486,2782,1997-02-27,monthly,Hl.m. Praha,1,0,,,,,F,,76800,15,47,90998,700
2487,2783,1995-11-23,monthly,Hradec Kralove,1,1,,,,,F,,25300,15,137,88964,300
2488,2784,1997-10-30,monthly,Teplice,1,0,,,,,F,,6500,15,25,40536,300
2489,2787,1997-12-07,monthly,Hl.m. Praha,1,0,,,,,F,,29500,15,27,66180,900
2490,2788,1994-10-12,monthly,Brno - mesto,2,0,,,,,F,,37400,15,104,56285,300
2491,2789,1994-01-01,monthly,Ceske Budejovice,1,0,,,,,F,,26700,15,129,93470,600
2492,2790,1994-10-18,monthly,Hl.m. Praha,1,0,,,,,F,,47300,15,116,121001,200
2493,2791,1997-12-19,monthly,Klatovy,2,0,,,,,F,,9900,15,22,26198,1100
2494,2792,1996-08-26,monthly,Hl.m. Praha,1,0,,,,,F,,5400,15,71,47084,300
2495,2793,1993-10-09,monthly,Pardubice,2,0,,,,,F,,8130,15,121,26966,800
2496,2794,1996-08-08,monthly,Ostrava - mesto,1,0,,,,,F,,34080,1,56,43655,-8331
2497,2795,1996-08-20,monthly,Praha - zapad,2,0,,,,,F,,23100,15,60,68018,300
2498,2797,1997-02-26,monthly,Ostrava - mesto,1,0,,,,,F,,38880,15,47,63582,500
2499,2798,1994-08-24,monthly,Karvina,1,0,,,,,F,,22700,15,112,66517,200
2500,2800,1997-05-08,monthly,Usti nad Labem,1,1,,,,,F,,16800,15,42,67283,900
2501,2801,1996-09-23,monthly,Praha - zapad,1,0,,,,,F,,3920,15,51,46392,900
2502,2802,1993-09-16,monthly,Hl.m. Praha,1,0,,,,,F,,7410,15,156,38948,900
2503,2803,1995-12-01,monthly,Jihlava,1,1,,,,,F,,59300,15,97,151716,300
2504,2804,1996-02-22,monthly,Blansko,1,0,,,,,F,,25100,15,75,57876,900
2505,2805,1996-05-20,monthly,Most,1,0,,,,,F,,5200,15,59,22346,1000
2506,2806,1997-06-26,monthly,Blansko,1,0,,,,,F,,9500,15,41,48176,500
2507,2807,1996-10-04,monthly,Havlickuv Brod,1,0,,,,,F,,32900,15,47,86400,13393
2508,2808,1994-12-18,monthly,Hl.m. Praha,1,0,,,,,F,,26800,15,78,95292,700
2509,2809,1994-12-08,monthly,Opava,1,0,,,,,F,,20900,15,100,52825,700
2510,2810,1995-03-16,monthly,Zdar nad Sazavou,1,0,,,,,F,,12500,15,101,48178,1000
2511,2811,1996-01-02,monthly,Kladno,1,1,,,,,F,,56900,15,101,155147,1747
2512,2812,1996-07-05,monthly,Pisek,1,0,,,,,F,,34000,15,61,70847,200
2513,2813,1993-12-15,monthly,Karlovy Vary,2,0,,,,,F,,45900,15,123,63825,800
2514,2814,1993-04-25,monthly,Olomouc,1,0,,,,,F,,13250,15,133,34686,500
2515,2816,1997-05-04,monthly,Ostrava - mesto,2,0,,,,,F,,16900,15,43,64708,1100
2516,2817,1993-04-07,monthly,Breclav,1,1,,,,,F,,28100,15,140,91442,13672
2517,2818,1993-07-21,monthly,Teplice,2,1,,,,,F,,61100,15,137,133514,1000
2518,2819,1994-07-16,monthly,Jablonec n. Nisou,2,0,,,,,F,,47040,15,114,91120,900
2519,2820,1997-12-11,monthly,Liberec,1,0,,,,,F,,2960,15,23,26406,300
2520,2821,1996-07-12,monthly,Brno - mesto,1,0,,,,,F,,11300,15,64,40243,1000
2521,2823,1993-04-18,monthly,Hodonin,2,0,,,,,F,,7680,15,133,28536,300
2522,2824,1993-10-20,monthly,Praha - zapad,1,1,50460.0,841.0,60.0,C,T,F,32640,15,135,122482,800
2523,2825,1996-07-10,monthly,Brno - mesto,1,1,,,,,F,,28700,15,62,77540,1000
2524,2826,1996-11-20,monthly,Jablonec n. Nisou,2,0,,,,,F,,15840,15,52,58705,300
2525,2827,1996-12-18,monthly,Karvina,1,0,,,,,F,,47520,15,52,111656,300
2526,2829,1997-08-18,monthly,Zdar nad Sazavou,1,0,,,,,F,,14200,15,46,47095,500
2527,2830,1995-08-04,monthly,Strakonice,1,0,,,,,F,,25900,15,90,55773,900
