"","account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan","loan_default","max_withdrawal","min_withdrawal","id","date","type","amount","balance","bank","account","method","category","cc_payments","max_balance","min_balance"
"1818",1910,"1996-09-06","monthly","Prostejov",1,1,NA,NA,NA,NA,"F",NA,41760,15,561436,"1996-09-06","credit",800,800,"",NA,"cash","",58,107910,800
"1819",1911,"1994-08-21","monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,"F",NA,39040,1,561678,"1994-08-21","credit",1100,1100,"",NA,"cash","",109,64917,-2020
"1820",1912,"1993-08-15","monthly","Zlin",1,0,NA,NA,NA,NA,"F",NA,9300,15,561971,"1993-08-15","credit",1000,1000,"",NA,"cash","",125,45606,1000
"1821",1913,"1996-06-06","monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,"F",NA,7830,15,562347,"1996-06-06","credit",300,300,"",NA,"cash","",82,69499,300
"1822",1914,"1995-01-24","monthly","Plzen - jih",1,1,NA,NA,NA,NA,"F",NA,28320,15,562539,"1995-01-24","credit",700,700,"",NA,"cash","",130,80553,700
"1823",1915,"1997-04-14","monthly","Benesov",1,0,NA,NA,NA,NA,"F",NA,11500,15,562883,"1997-04-14","credit",900,900,"",NA,"cash","",44,34137,900
"1824",1916,"1996-02-16","monthly","Olomouc",1,0,NA,NA,NA,NA,"F",NA,11700,15,563046,"1996-02-16","credit",300,300,"",NA,"cash","",87,65146,300
"1825",1917,"1995-12-13","monthly","Opava",1,0,NA,NA,NA,NA,"F",NA,3700,15,563244,"1995-12-13","credit",1000,1000,"",NA,"cash","",69,26464,1000
"1826",1918,"1994-04-10","monthly","Karlovy Vary",1,0,NA,NA,NA,NA,"F",NA,10400,15,563486,"1994-04-10","credit",800,800,"",NA,"cash","",123,37580,800
"1827",1919,"1994-12-04","monthly","Pisek",1,1,NA,NA,NA,NA,"F",NA,60800,15,563840,"1994-12-04","credit",800,800,"",NA,"cash","",110,133745,800
"1828",1920,"1996-04-08","monthly","Teplice",1,0,NA,NA,NA,NA,"F",NA,29600,15,564254,"1996-04-08","credit",700,700,"",NA,"cash","",91,66226,700
"1829",1921,"1997-06-27","monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,"F",NA,4000,15,564453,"1997-06-27","credit",900,900,"",NA,"cash","",40,23810,900
"1830",1922,"1996-02-09","monthly","Prostejov",2,1,NA,NA,NA,NA,"F",NA,64900,15,564597,"1996-02-09","credit",800,800,"",NA,"cash","",77,115427,800
"1831",1924,"1996-05-16","monthly","Zdar nad Sazavou",1,1,NA,NA,NA,NA,"F",NA,12050,15,565154,"1996-05-16","credit",300,300,"",NA,"cash","",59,69907,300
"1832",1925,"1993-08-03","monthly","Pribram",2,0,NA,NA,NA,NA,"F",NA,11300,15,565315,"1993-08-03","credit",600,600,"",NA,"cash","",131,43198,600
"1833",1926,"1993-01-06","monthly","Litomerice",2,0,NA,NA,NA,NA,"F",NA,5640,15,565654,"1993-01-06","credit",700,700,"",NA,"cash","",171,32624,700
"1834",1927,"1995-08-04","monthly","Havlickuv Brod",2,0,NA,NA,NA,NA,"F",NA,8610,15,566142,"1995-08-04","credit",600,600,"",NA,"cash","",83,28661,600
"1835",1928,"1997-03-02","monthly","Karvina",1,0,55632,2318,24,"C","T","F",23522,15,566378,"1997-03-02","credit",500,500,"",NA,"cash","",52,56990,500
"1836",1929,"1997-07-06","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,6870,15,566535,"1997-07-06","credit",600,600,"",NA,"cash","",47,57532,600
"1837",1930,"1993-06-27","monthly","Beroun",1,0,NA,NA,NA,NA,"F",NA,6100,15,566671,"1993-06-27","credit",1100,1100,"",NA,"cash","",130,36529,1100
"1838",1931,"1993-11-23","monthly","Strakonice",2,0,NA,NA,NA,NA,"F",NA,23040,15,567074,"1993-11-23","credit",1100,1100,"",NA,"cash","",139,42607,1100
"1839",1932,"1996-04-03","monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,"F",NA,22651,0,567634,"1996-04-03","credit",600,600,"",NA,"cash","",77,44348,-3400
"1840",1933,"1997-04-04","monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,"F",NA,3804,15,567852,"1997-04-04","credit",1100,1100,"",NA,"cash","",43,30827,1100
"1841",1934,"1994-10-05","monthly","Nachod",2,0,NA,NA,NA,NA,"F",NA,29760,15,567979,"1994-10-05","credit",300,300,"",NA,"cash","",129,112712,300
"1842",1935,"1996-08-15","monthly","Louny",1,0,NA,NA,NA,NA,"F",NA,60000,15,568515,"1996-08-15","credit",1100,1100,"",NA,"cash","",57,140272,1100
"1843",1936,"1995-07-18","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,4410,15,568710,"1995-07-18","credit",500,500,"",NA,"cash","",79,26266,500
"1844",1937,"1993-05-18","monthly","Liberec",1,0,NA,NA,NA,NA,"F",NA,5450,15,568950,"1993-05-18","credit",1100,1100,"",NA,"cash","",131,30336,1100
"1845",1938,"1994-06-25","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,33120,15,569336,"1994-06-25","credit",600,600,"",NA,"cash","",110,83399,600
"1846",1939,"1996-04-19","weekly","Kutna Hora",1,0,NA,NA,NA,NA,"F",NA,55200,30,569751,"1996-04-19","credit",400,400,"",NA,"cash","",65,127047,400
"1847",1940,"1993-12-22","monthly","Usti nad Orlici",2,0,NA,NA,NA,NA,"F",NA,5600,15,570031,"1993-12-22","credit",700,700,"",NA,"cash","",117,26055,700
"1848",1941,"1993-11-15","monthly","Prostejov",2,0,NA,NA,NA,NA,"F",NA,49800,15,570398,"1993-11-15","credit",200,200,"",NA,"cash","",122,69896,200
"1849",1943,"1996-11-26","monthly","Nymburk",2,1,NA,NA,NA,NA,"F",NA,15200,15,570954,"1996-11-26","credit",300,300,"",NA,"cash","",52,71840,300
"1850",1944,"1993-02-12","monthly","Olomouc",1,1,NA,NA,NA,NA,"F",NA,26080,15,571256,"1993-02-12","credit",700,700,"",NA,"cash","",145,68964,700
"1851",1945,"1995-11-09","monthly","Breclav",1,0,NA,NA,NA,NA,"F",NA,47200,15,571693,"1995-11-09","credit",700,700,"",NA,"cash","",77,69976,700
"1852",1946,"1997-09-16","monthly","Nachod",1,0,NA,NA,NA,NA,"F",NA,18100,15,571897,"1997-09-16","credit",600,600,"",NA,"cash","",33,61275,600
"1853",1947,"1993-11-12","monthly","Jablonec n. Nisou",2,0,NA,NA,NA,NA,"F",NA,14600,15,572029,"1993-11-12","credit",900,900,"",NA,"cash","",120,64753,900
"1854",1948,"1996-04-08","monthly","Zlin",2,0,NA,NA,NA,NA,"F",NA,63900,15,572405,"1996-04-08","credit",800,800,"",NA,"cash","",98,149751,800
"1855",1949,"1994-05-04","monthly","Usti nad Labem",1,0,NA,NA,NA,NA,"F",NA,18400,15,572714,"1994-05-04","credit",500,500,"",NA,"cash","",126,52902,500
"1856",1950,"1997-08-01","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,12700,15,573255,"1997-08-01","credit",700,700,"",NA,"cash","",36,43571,700
"1857",1951,"1997-08-07","monthly","Cheb",1,0,NA,NA,NA,NA,"F",NA,21000,15,573390,"1997-08-07","credit",900,900,"",NA,"cash","",36,82400,900
"1858",1952,"1993-11-28","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,38240,15,573575,"1993-11-28","credit",1000,1000,"",NA,"cash","",125,57016,-2102
"1859",1953,"1997-05-15","weekly","Nymburk",1,1,NA,NA,NA,NA,"F",NA,64900,30,573927,"1997-05-15","credit",600,600,"",NA,"cash","",53,152837,600
"1860",1954,"1996-06-05","monthly","Olomouc",2,0,NA,NA,NA,NA,"F",NA,4410,15,574071,"1996-06-05","credit",1000,1000,"",NA,"cash","",63,19779,1000
"1861",1955,"1995-01-07","monthly","Semily",1,0,NA,NA,NA,NA,"F",NA,3870,15,574258,"1995-01-07","credit",600,600,"",NA,"cash","",91,21913,600
"1862",1956,"1997-05-23","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,12800,15,574509,"1997-05-23","credit",300,300,"",NA,"cash","",48,58534,300
"1863",1957,"1996-09-18","monthly","Decin",1,0,NA,NA,NA,NA,"F",NA,8610,15,574649,"1996-09-18","credit",800,800,"",NA,"cash","",68,43072,800
"1864",1958,"1994-10-24","monthly","Teplice",2,0,NA,NA,NA,NA,"F",NA,12500,15,574889,"1994-10-24","credit",600,600,"",NA,"cash","",97,46921,600
"1865",1959,"1993-12-24","monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,"F",NA,11100,15,575160,"1993-12-24","credit",600,600,"",NA,"cash","",118,50387,600
"1866",1960,"1997-12-04","monthly","Tachov",2,0,NA,NA,NA,NA,"F",NA,4350,15,575628,"1997-12-04","credit",700,700,"",NA,"cash","",27,20509,700
"1867",1961,"1995-08-30","monthly","Rakovnik",2,0,NA,NA,NA,NA,"F",NA,8700,15,575754,"1995-08-30","credit",800,800,"",NA,"cash","",78,34180,800
"1868",1962,"1996-02-24","monthly","Vsetin",1,0,NA,NA,NA,NA,"F",NA,57600,15,576016,"1996-02-24","credit",200,200,"",NA,"cash","",69,134061,200
"1869",1963,"1996-02-03","monthly","Havlickuv Brod",1,1,NA,NA,NA,NA,"F",NA,44800,15,576321,"1996-02-03","credit",400,400,"",NA,"cash","",72,114627,400
"1870",1964,"1996-02-12","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,10500,15,576548,"1996-02-12","credit",1100,1100,"",NA,"cash","",66,29900,1100
"1871",1965,"1993-02-08","after every transaction","Hodonin",1,0,NA,NA,NA,NA,"F",NA,63700,100,576752,"1993-02-08","credit",600,600,"",NA,"cash","",170,156484,600
"1872",1966,"1993-02-12","monthly","Plzen - jih",1,0,NA,NA,NA,NA,"F",NA,42400,15,577274,"1993-02-12","credit",900,900,"",NA,"cash","",144,74896,900
"1873",1967,"1995-02-13","weekly","Plzen - mesto",1,0,249312,5194,48,"C","T","F",62300,30,577722,"1995-02-13","credit",900,900,"",NA,"cash","",121,145942,900
"1874",1968,"1997-10-14","weekly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,21300,30,578113,"1997-10-14","credit",800,800,"",NA,"cash","",29,66921,800
"1875",1969,"1994-04-02","monthly","Kolin",1,0,NA,NA,NA,NA,"F",NA,17600,15,578256,"1994-04-02","credit",800,800,"",NA,"cash","",119,44771,800
"1876",1970,"1993-12-08","monthly","Mlada Boleslav",1,1,NA,NA,NA,NA,"F",NA,41120,15,578600,"1993-12-08","credit",900,900,"",NA,"cash","",124,100035,900
"1877",1971,"1995-08-04","monthly","Usti nad Labem",1,0,NA,NA,NA,NA,"F",NA,27300,15,579089,"1995-08-04","credit",800,800,"",NA,"cash","",97,64786,800
"1878",1972,"1993-01-02","monthly","Vsetin",1,0,NA,NA,NA,NA,"F",NA,5950,15,579373,"1993-01-02","credit",400,400,"",NA,"cash","",145,34913,400
"1879",1973,"1996-06-05","monthly","Novy Jicin",1,0,NA,NA,NA,NA,"F",NA,3510,15,579770,"1996-06-05","credit",600,600,"",NA,"cash","",63,25866,600
"1880",1974,"1995-06-01","monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,"F",NA,3500,200,579982,"1995-06-01","credit",300,300,"",NA,"cash","",47,33236,300
"1881",1975,"1994-09-07","monthly","Prachatice",1,0,NA,NA,NA,NA,"F",NA,28600,15,580140,"1994-09-07","credit",200,200,"",NA,"cash","",107,55869,200
"1882",1976,"1997-03-25","monthly","Plzen - mesto",1,1,NA,NA,NA,NA,"F",NA,22200,15,580670,"1997-03-25","credit",400,400,"",NA,"cash","",46,57008,400
"1883",1977,"1996-02-03","monthly","Usti nad Labem",1,0,NA,NA,NA,NA,"F",NA,22000,15,580837,"1996-02-03","credit",200,200,"",NA,"cash","",74,42526,200
"1884",1978,"1993-06-11","weekly","Hodonin",1,0,205200,5700,36,"A","T","F",31200,30,581022,"1993-06-11","credit",900,900,"",NA,"cash","",135,105026,900
"1885",1979,"1993-01-11","monthly","Plzen - mesto",2,0,NA,NA,NA,NA,"F",NA,3900,15,581699,"1993-01-11","credit",900,900,"",NA,"cash","",139,26722,900
"1886",1980,"1996-03-16","monthly","Semily",1,0,NA,NA,NA,NA,"F",NA,11520,15,582079,"1996-03-16","credit",700,700,"",NA,"cash","",79,53175,700
"1887",1981,"1993-10-08","monthly","Zlin",1,0,NA,NA,NA,NA,"F",NA,8970,15,582294,"1993-10-08","credit",900,900,"",NA,"cash","",121,33031,900
"1888",1982,"1997-05-08","monthly","Kutna Hora",1,0,NA,NA,NA,NA,"F",NA,38240,15,582714,"1997-05-08","credit",500,500,"",NA,"cash","",42,61508,500
"1889",1983,"1997-12-25","monthly","Brno - mesto",1,0,NA,NA,NA,NA,"F",NA,37600,15,582855,"1997-12-25","credit",800,800,"",NA,"cash","",26,82616,800
"1890",1984,"1993-11-07","monthly","Opava",2,0,NA,NA,NA,NA,"F",NA,38720,15,582956,"1993-11-07","credit",800,800,"",NA,"cash","",127,81328,800
"1891",1985,"1996-07-29","monthly","Strakonice",1,0,NA,NA,NA,NA,"F",NA,28900,15,583309,"1996-07-29","credit",600,600,"",NA,"cash","",68,64889,600
"1892",1986,"1995-04-04","monthly","Nachod",1,0,NA,NA,NA,NA,"F",NA,15900,15,583488,"1995-04-04","credit",1100,1100,"",NA,"cash","",94,50131,1100
"1893",1987,"1994-03-17","monthly","Brno - mesto",2,0,NA,NA,NA,NA,"F",NA,31520,15,583780,"1994-03-17","credit",900,900,"",NA,"cash","",116,68971,900
"1894",1988,"1996-12-30","monthly","Olomouc",1,0,NA,NA,NA,NA,"F",NA,11840,15,584087,"1996-12-30","credit",300,300,"",NA,"cash","",63,36122,300
"1895",1989,"1994-09-21","monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,"F",NA,10250,15,584282,"1994-09-21","credit",200,200,"",NA,"cash","",99,32606,200
"1896",1990,"1993-06-09","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,3600,15,584586,"1993-06-09","credit",600,600,"",NA,"cash","",135,33166,600
"1897",1991,"1996-11-16","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,22500,15,584953,"1996-11-16","credit",800,800,"",NA,"cash","",52,93822,800
"1898",1992,"1997-09-27","monthly","Rychnov nad Kneznou",2,0,NA,NA,NA,NA,"F",NA,10300,15,585226,"1997-09-27","credit",1100,1100,"",NA,"cash","",34,34369,1100
"1899",1993,"1994-10-30","monthly","Frydek - Mistek",1,0,68400,5700,12,"B","T","T",64400,2,585356,"1994-10-30","credit",800,800,"",NA,"cash","",98,124297,-4294
"1900",1994,"1995-07-19","monthly","Havlickuv Brod",1,1,NA,NA,NA,NA,"F",NA,54600,15,585688,"1995-07-19","credit",1100,1100,"",NA,"cash","",97,119606,1100
"1901",1995,"1997-07-18","monthly","Brno - mesto",1,0,NA,NA,NA,NA,"F",NA,4500,15,586148,"1997-07-18","credit",600,600,"",NA,"cash","",31,30647,600
"1902",1996,"1996-05-08","weekly","Kutna Hora",1,1,NA,NA,NA,NA,"F",NA,29100,30,586264,"1996-05-08","credit",1000,1000,"",NA,"cash","",67,80118,1000
"1903",1997,"1996-09-05","monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,"F",NA,7400,15,586507,"1996-09-05","credit",600,600,"",NA,"cash","",57,41102,600
"1904",1998,"1993-06-17","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,32300,15,586726,"1993-06-17","credit",900,900,"",NA,"cash","",134,103477,900
"1905",1999,"1993-06-06","monthly","Karvina",1,1,NA,NA,NA,NA,"F",NA,39200,15,587088,"1993-06-06","credit",300,300,"",NA,"cash","",134,84400,300
"1906",2000,"1997-08-06","monthly","Kolin",1,1,290820,4847,60,"C","T","F",19520,14,587589,"1997-08-06","credit",900,900,"",NA,"cash","",36,76259,900
"1907",2001,"1994-05-19","monthly","Prerov",1,1,NA,NA,NA,NA,"F",NA,42200,15,587795,"1994-05-19","credit",1000,1000,"",NA,"cash","",113,115597,1000
"1908",2002,"1993-04-08","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,12400,15,588182,"1993-04-08","credit",400,400,"",NA,"cash","",134,42652,400
"1909",2003,"1995-11-27","monthly","Ceska Lipa",1,0,NA,NA,NA,NA,"F",NA,63900,15,588548,"1995-11-27","credit",1100,1100,"",NA,"cash","",75,135329,1100
"1910",2004,"1996-08-04","monthly","Havlickuv Brod",1,1,NA,NA,NA,NA,"F",NA,29600,15,588869,"1996-08-04","credit",700,700,"",NA,"cash","",60,105528,700
"1911",2005,"1997-05-11","monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,8700,15,589075,"1997-05-11","credit",700,700,"",NA,"cash","",47,38507,700
"1912",2006,"1997-06-16","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,3750,15,589261,"1997-06-16","credit",700,700,"",NA,"cash","",33,29120,700
"1913",2007,"1997-09-29","monthly","Jicin",1,0,NA,NA,NA,NA,"F",NA,62000,15,589401,"1997-09-29","credit",1100,1100,"",NA,"cash","",47,131593,1100
"1914",2008,"1993-04-16","monthly","Usti nad Orlici",2,0,NA,NA,NA,NA,"F",NA,32480,15,589563,"1993-04-16","credit",700,700,"",NA,"cash","",147,102033,700
"1915",2009,"1994-04-14","monthly","Pelhrimov",1,1,NA,NA,NA,NA,"F",NA,41120,15,590071,"1994-04-14","credit",1100,1100,"",NA,"cash","",113,86781,1100
"1916",2010,"1993-12-27","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,13600,15,590470,"1993-12-27","credit",1100,1100,"",NA,"cash","",117,32723,1100
"1917",2011,"1993-03-25","monthly","Prerov",1,0,NA,NA,NA,NA,"F",NA,4290,12,590834,"1993-03-25","credit",900,900,"",NA,"cash","",135,25640,900
"1918",2012,"1996-04-08","monthly","Kladno",1,0,NA,NA,NA,NA,"F",NA,10600,15,591351,"1996-04-08","credit",1000,1000,"",NA,"cash","",61,43663,1000
"1919",2013,"1996-08-15","monthly","Brno - mesto",1,1,NA,NA,NA,NA,"F",NA,44400,15,591540,"1996-08-15","credit",1100,1100,"",NA,"cash","",57,123956,1100
"1920",2015,"1995-11-25","monthly","Frydek - Mistek",2,0,NA,NA,NA,NA,"F",NA,13120,15,592044,"1995-11-25","credit",1100,1100,"",NA,"cash","",87,45627,1100
"1921",2016,"1997-02-23","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,5200,15,592296,"1997-02-23","credit",800,800,"",NA,"cash","",58,28775,800
"1922",2017,"1996-02-21","monthly","Brno - mesto",1,0,NA,NA,NA,NA,"F",NA,8900,15,592493,"1996-02-21","credit",1100,1100,"",NA,"cash","",90,35136,1100
"1923",2018,"1995-06-04","monthly","Havlickuv Brod",1,0,38520,3210,12,"A","T","F",5400,15,592748,"1995-06-04","credit",900,900,"",NA,"cash","",111,31302,900
"1924",2019,"1997-06-11","monthly","Zlin",1,0,NA,NA,NA,NA,"F",NA,6960,15,593069,"1997-06-11","credit",700,700,"",NA,"cash","",39,21466,700
"1925",2020,"1993-09-04","monthly","Rakovnik",1,0,NA,NA,NA,NA,"F",NA,37400,15,593227,"1993-09-04","credit",1100,1100,"",NA,"cash","",129,52415,1100
"1926",2021,"1997-02-05","monthly","Jesenik",1,0,NA,NA,NA,NA,"F",NA,5300,700,593578,"1997-02-05","credit",900,900,"",NA,"cash","",8,21700,900
"1927",2022,"1993-06-11","monthly","Olomouc",2,0,NA,NA,NA,NA,"F",NA,13300,15,593642,"1993-06-11","credit",700,700,"",NA,"cash","",135,46468,700
"1928",2023,"1993-01-26","monthly","Frydek - Mistek",2,0,NA,NA,NA,NA,"F",NA,44640,15,594014,"1993-01-26","credit",200,200,"",NA,"cash","",145,100923,200
"1929",2024,"1997-03-02","monthly","Strakonice",1,0,NA,NA,NA,NA,"F",NA,11500,15,594663,"1997-03-02","credit",500,500,"",NA,"cash","",48,42078,500
"1930",2025,"1994-10-02","monthly","Prachatice",1,0,NA,NA,NA,NA,"F",NA,23000,15,594802,"1994-10-02","credit",800,800,"",NA,"cash","",105,54132,800
"1931",2026,"1996-09-14","monthly","Zlin",1,0,NA,NA,NA,NA,"F",NA,24400,15,595141,"1996-09-14","credit",900,900,"",NA,"cash","",60,73948,900
"1932",2027,"1994-11-28","monthly","Prachatice",1,0,NA,NA,NA,NA,"F",NA,11900,15,595384,"1994-11-28","credit",800,800,"",NA,"cash","",96,33958,800
"1933",2028,"1994-11-26","weekly","Melnik",1,0,NA,NA,NA,NA,"F",NA,63400,30,595680,"1994-11-26","credit",500,500,"",NA,"cash","",109,142587,500
"1934",2029,"1993-05-29","monthly","Brno - venkov",1,0,NA,NA,NA,NA,"F",NA,3700,100,595991,"1993-05-29","credit",700,700,"",NA,"cash","",15,26300,700
"1935",2030,"1994-09-13","monthly","Trutnov",1,0,NA,NA,NA,NA,"F",NA,25300,15,596181,"1994-09-13","credit",1100,1100,"",NA,"cash","",104,98070,1100
"1936",2032,"1996-11-14","monthly","Liberec",1,0,NA,NA,NA,NA,"F",NA,10600,15,597042,"1996-11-14","credit",200,200,"",NA,"cash","",52,29885,200
"1937",2033,"1996-03-20","monthly","Novy Jicin",1,0,NA,NA,NA,NA,"F",NA,18080,15,597337,"1996-03-20","credit",1100,1100,"",NA,"cash","",74,56408,1100
"1938",2034,"1996-08-21","monthly","Brno - mesto",1,1,NA,NA,NA,NA,"F",NA,32960,15,597554,"1996-08-21","credit",400,400,"",NA,"cash","",59,96679,400
"1939",2035,"1996-05-10","monthly","Blansko",2,0,176328,4898,36,"C","T","F",26500,15,597760,"1996-05-10","credit",400,400,"",NA,"cash","",67,92534,400
"1940",2036,"1997-10-03","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,27500,15,598135,"1997-10-03","credit",400,400,"",NA,"cash","",43,66459,400
"1941",2037,"1993-05-06","monthly","Strakonice",1,0,NA,NA,NA,NA,"F",NA,18080,15,598253,"1993-05-06","credit",900,900,"",NA,"cash","",141,66500,900
"1942",2038,"1993-08-06","monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,"F",NA,16960,15,598729,"1993-08-06","credit",900,900,"",NA,"cash","",158,47944,900
"1943",2039,"1993-03-12","monthly","Chrudim",1,1,NA,NA,NA,NA,"F",NA,28700,15,599192,"1993-03-12","credit",300,300,"",NA,"cash","",106,90015,300
"1944",2040,"1996-06-25","monthly","Prerov",2,1,NA,NA,NA,NA,"F",NA,29600,15,599501,"1996-06-25","credit",1100,1100,"",NA,"cash","",76,70435,1100
"1945",2041,"1995-07-05","monthly","Rychnov nad Kneznou",1,1,NA,NA,NA,NA,"F",NA,8400,15,599687,"1995-07-05","credit",600,600,"",NA,"cash","",98,61381,600
"1946",2042,"1997-02-12","monthly","Tachov",1,0,NA,NA,NA,NA,"F",NA,4600,15,599925,"1997-02-12","credit",900,900,"",NA,"cash","",41,21500,900
"1947",2043,"1995-11-27","monthly","Nachod",1,0,NA,NA,NA,NA,"F",NA,6500,15,600070,"1995-11-27","credit",400,400,"",NA,"cash","",83,33840,400
"1948",2044,"1994-11-23","monthly","Kutna Hora",1,1,NA,NA,NA,NA,"F",NA,28900,15,600350,"1994-11-23","credit",300,300,"",NA,"cash","",101,85481,300
"1949",2045,"1996-09-09","monthly","Chomutov",2,0,NA,NA,NA,NA,"F",NA,9500,15,600727,"1996-09-09","credit",1100,1100,"",NA,"cash","",51,37484,1100
"1950",2046,"1996-10-17","monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,"F",NA,7020,15,600923,"1996-10-17","credit",900,900,"",NA,"cash","",64,31907,900
"1951",2047,"1995-02-21","monthly","Strakonice",1,0,NA,NA,NA,NA,"F",NA,5400,15,601154,"1995-02-21","credit",600,600,"",NA,"cash","",89,45817,600
"1952",2048,"1997-03-30","monthly","Sumperk",1,0,NA,NA,NA,NA,"F",NA,18300,15,601382,"1997-03-30","credit",300,300,"",NA,"cash","",45,68763,300
"1953",2049,"1997-12-19","monthly","Bruntal",1,0,NA,NA,NA,NA,"F",NA,6800,15,601577,"1997-12-19","credit",200,200,"",NA,"cash","",26,39383,200
"1954",2050,"1993-10-22","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,19700,15,601729,"1993-10-22","credit",900,900,"",NA,"cash","",132,82914,900
"1955",2051,"1995-11-08","weekly","Zlin",1,1,293880,4898,60,"D","T","T",62000,3,602369,"1995-11-08","credit",900,900,"",NA,"cash","",95,133188,-2805
"1956",2052,"1993-10-20","monthly","Trebic",1,1,NA,NA,NA,NA,"F",NA,24900,15,602678,"1993-10-20","credit",800,800,"",NA,"cash","",132,59012,800
"1957",2053,"1997-10-16","monthly","Kolin",2,0,NA,NA,NA,NA,"F",NA,10900,15,603305,"1997-10-16","credit",800,800,"",NA,"cash","",32,41872,800
"1958",2054,"1995-01-24","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,25400,15,603419,"1995-01-24","credit",600,600,"",NA,"cash","",97,75956,600
"1959",2055,"1997-04-17","monthly","Litomerice",1,0,271260,4521,60,"C","T","F",12200,15,603778,"1997-04-17","credit",700,700,"",NA,"cash","",44,36763,489
"1960",2056,"1993-04-07","monthly","Jihlava",1,0,NA,NA,NA,NA,"F",NA,63200,15,603924,"1993-04-07","credit",200,200,"",NA,"cash","",144,154131,200
"1961",2057,"1997-06-20","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,21600,15,604277,"1997-06-20","credit",900,900,"",NA,"cash","",38,81090,900
"1962",2058,"1996-09-09","monthly","Chomutov",1,0,NA,NA,NA,NA,"F",NA,7200,2,604467,"1996-09-09","credit",200,200,"",NA,"cash","",68,28348,200
"1963",2059,"1994-10-08","monthly","Litomerice",1,1,NA,NA,NA,NA,"F",NA,26600,15,604773,"1994-10-08","credit",200,200,"",NA,"cash","",103,56826,200
"1964",2060,"1996-12-05","monthly","Rakovnik",1,0,NA,NA,NA,NA,"F",NA,35360,15,605061,"1996-12-05","credit",200,200,"",NA,"cash","",53,61225,200
"1965",2061,"1993-05-12","monthly","Karlovy Vary",1,0,NA,NA,NA,NA,"F",NA,6880,15,605255,"1993-05-12","credit",200,200,"",NA,"cash","",167,33516,200
"1966",2062,"1996-03-06","monthly","Karvina",1,1,86184,7182,12,"A","T","F",55500,15,605721,"1996-03-06","credit",300,300,"",NA,"cash","",71,128146,300
"1967",2063,"1993-12-04","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,7600,15,606049,"1993-12-04","credit",700,700,"",NA,"cash","",123,53853,700
"1968",2064,"1996-12-30","monthly","Brno - mesto",1,0,83628,2323,36,"C","T","F",15416,15,606431,"1996-12-30","credit",500,500,"",NA,"cash","",50,51781,500
"1969",2065,"1996-08-28","monthly","Trebic",1,0,NA,NA,NA,NA,"F",NA,22600,15,606660,"1996-08-28","credit",400,400,"",NA,"cash","",58,67993,400
"1970",2066,"1996-08-07","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,4900,15,606861,"1996-08-07","credit",400,400,"",NA,"cash","",66,34582,400
"1971",2067,"1994-04-07","monthly","Sumperk",1,0,NA,NA,NA,NA,"F",NA,29500,15,607046,"1994-04-07","credit",400,400,"",NA,"cash","",153,95393,400
"1972",2068,"1993-06-02","monthly","Tabor",1,0,NA,NA,NA,NA,"F",NA,6540,15,607366,"1993-06-02","credit",1100,1100,"",NA,"cash","",153,31674,1100
"1973",2069,"1997-10-08","monthly","Olomouc",2,1,NA,NA,NA,NA,"F",NA,43360,15,607932,"1997-10-08","credit",900,900,"",NA,"cash","",34,60072,900
